experiment_id,task_id,pattern,repeat_index,pattern_category,agent_count,stop_reason,duration_sec,total_tokens_in,total_tokens_out,total_tokens,turn_count,agent_turn_count,terminated_by,error,quality_score,converged_at
exp01,law_02,rr3,0,A,3,"Maximum number of messages 10 reached, current message count: 10",178.32,32245,8522,40767,10,9,max_messages,,,
exp01,law_03,rr3,0,A,3,Text 'TERMINATE' mentioned,133.74,13598,5215,18813,7,6,keyword,,,
exp01,game_01,rr3,0,A,3,Text 'TERMINATE' mentioned,28.45,2391,1450,3841,4,3,keyword,,,
exp01,game_02,rr3,0,A,3,"Maximum number of messages 10 reached, current message count: 10",127.0,27030,6589,33619,10,9,max_messages,,,
exp01,game_03,rr3,0,A,3,Text 'TERMINATE' mentioned,34.52,2535,1897,4432,4,3,keyword,,,
exp01,eng_01,rr3,0,A,3,Text 'TERMINATE' mentioned,82.83,11530,4182,15712,7,6,keyword,,,
exp01,eng_02,rr3,0,A,3,Text 'TERMINATE' mentioned,79.27,11915,4063,15978,7,6,keyword,,,
exp01,eng_03,rr3,0,A,3,Text 'TERMINATE' mentioned,81.7,12394,4629,17023,7,6,keyword,,,
exp01,biz_01,rr3,0,A,3,Text 'TERMINATE' mentioned,34.42,2889,1876,4765,4,3,keyword,,,
exp01,biz_02,rr3,0,A,3,Text 'TERMINATE' mentioned,36.11,2747,2070,4817,4,3,keyword,,,
exp01,biz_03,rr3,0,A,3,Text 'TERMINATE' mentioned,37.1,2103,1687,3790,4,3,keyword,,,
exp01,med_01,rr3,0,A,3,Text 'TERMINATE' mentioned,34.15,2601,1979,4580,4,3,keyword,,,
exp01,sci_01,sel3,0,B1,3,Text 'TERMINATE' mentioned,34.76,2413,1879,4292,4,3,keyword,,,
exp01,sci_02,sel3,0,B1,3,Text 'TERMINATE' mentioned,31.6,1085,1619,2704,3,2,keyword,,,
exp01,sci_03,sel3,0,B1,3,Text 'TERMINATE' mentioned,35.0,2125,1529,3654,4,3,keyword,,,
exp01,cs_01,sel3,0,B1,3,Text 'TERMINATE' mentioned,42.6,2540,2108,4648,4,3,keyword,,,
exp01,cs_02,sel3,0,B1,3,Text 'TERMINATE' mentioned,71.57,4039,3569,7608,4,3,keyword,,,
exp01,cs_03,sel3,0,B1,3,Text 'TERMINATE' mentioned,47.75,2944,2398,5342,4,3,keyword,,,
exp01,hist_01,sel3,0,B1,3,Text 'TERMINATE' mentioned,43.04,2304,1929,4233,4,3,keyword,,,
exp01,hist_02,sel3,0,B1,3,Text 'TERMINATE' mentioned,12.21,54,669,723,2,1,keyword,,,
exp01,hist_03,sel3,0,B1,3,Text 'TERMINATE' mentioned,14.07,56,624,680,2,1,keyword,,,
exp01,phil_01,sel3,0,B1,3,Text 'TERMINATE' mentioned,46.56,2451,2178,4629,4,3,keyword,,,
exp01,phil_02,sel3,0,B1,3,Text 'TERMINATE' mentioned,24.68,844,1221,2065,3,2,keyword,,,
exp01,phil_03,sel3,0,B1,3,Text 'TERMINATE' mentioned,40.2,2391,1888,4279,4,3,keyword,,,
exp01,law_01,sel3,0,B1,3,Text 'TERMINATE' mentioned,23.56,797,1134,1931,3,2,keyword,,,
exp01,law_02,sel3,0,B1,3,Text 'TERMINATE' mentioned,43.46,2983,2213,5196,4,3,keyword,,,
exp01,law_03,sel3,0,B1,3,Text 'TERMINATE' mentioned,22.23,941,944,1885,3,2,keyword,,,
exp01,game_01,sel3,0,B1,3,Text 'TERMINATE' mentioned,36.82,2234,1857,4091,4,3,keyword,,,
exp01,game_02,sel3,0,B1,3,Text 'TERMINATE' mentioned,44.57,2790,2010,4800,4,3,keyword,,,
exp01,game_03,sel3,0,B1,3,Text 'TERMINATE' mentioned,35.6,2508,1794,4302,4,3,keyword,,,
exp01,eng_01,sel3,0,B1,3,Text 'TERMINATE' mentioned,46.47,2664,2342,5006,4,3,keyword,,,
exp01,eng_02,sel3,0,B1,3,Text 'TERMINATE' mentioned,40.19,2760,2009,4769,4,3,keyword,,,
exp01,eng_03,sel3,0,B1,3,Text 'TERMINATE' mentioned,27.95,999,1178,2177,3,2,keyword,,,
exp01,biz_01,sel3,0,B1,3,Text 'TERMINATE' mentioned,27.51,1084,1155,2239,3,2,keyword,,,
exp01,biz_02,sel3,0,B1,3,Text 'TERMINATE' mentioned,31.39,921,1252,2173,3,2,keyword,,,
exp01,biz_03,sel3,0,B1,3,Text 'TERMINATE' mentioned,25.76,840,967,1807,3,2,keyword,,,
exp01,med_01,sel3,0,B1,3,Text 'TERMINATE' mentioned,58.76,2510,2195,4705,4,3,keyword,,,
exp01,sci_01,swm3,0,B2,3,Text 'TERMINATE' mentioned,15.09,201,598,799,5,4,keyword,,,
exp01,sci_02,swm3,0,B2,3,"Maximum number of messages 10 reached, current message count: 10",32.78,8533,1156,9689,19,18,max_messages,,,
exp01,sci_03,swm3,0,B2,3,"Maximum number of messages 10 reached, current message count: 10",23.38,2374,699,3073,27,26,max_messages,,,
exp01,cs_01,swm3,0,B2,3,Text 'TERMINATE' mentioned,18.28,2751,743,3494,13,12,keyword,,,
exp01,cs_02,swm3,0,B2,3,Text 'TERMINATE' mentioned,30.36,4270,1235,5505,13,12,keyword,,,
exp01,cs_03,swm3,0,B2,3,Text 'TERMINATE' mentioned,16.4,215,727,942,5,4,keyword,,,
exp01,hist_01,swm3,0,B2,3,Text 'TERMINATE' mentioned,13.78,211,660,871,5,4,keyword,,,
exp01,hist_02,swm3,0,B2,3,Text 'TERMINATE' mentioned,18.2,217,752,969,5,4,keyword,,,
exp01,hist_03,swm3,0,B2,3,Text 'TERMINATE' mentioned,14.6,221,667,888,5,4,keyword,,,
exp01,phil_01,swm3,0,B2,3,Text 'TERMINATE' mentioned,16.74,221,693,914,5,4,keyword,,,
exp01,phil_02,swm3,0,B2,3,Text 'TERMINATE' mentioned,14.71,225,704,929,5,4,keyword,,,
exp01,phil_03,swm3,0,B2,3,Text 'TERMINATE' mentioned,10.24,211,536,747,5,4,keyword,,,
exp01,law_01,swm3,0,B2,3,"Maximum number of messages 10 reached, current message count: 10",29.09,9406,1248,10654,15,14,max_messages,,,
exp01,law_02,swm3,0,B2,3,Text 'TERMINATE' mentioned,21.13,4143,914,5057,13,12,keyword,,,
exp01,law_03,swm3,0,B2,3,"Maximum number of messages 10 reached, current message count: 10",18.0,6351,881,7232,18,17,max_messages,,,
exp01,game_01,swm3,0,B2,3,Text 'TERMINATE' mentioned,13.89,231,668,899,5,4,keyword,,,
exp01,game_02,swm3,0,B2,3,"Maximum number of messages 10 reached, current message count: 10",26.69,6308,811,7119,22,21,max_messages,,,
exp01,game_03,swm3,0,B2,3,Text 'TERMINATE' mentioned,13.09,219,630,849,5,4,keyword,,,
exp01,eng_01,swm3,0,B2,3,"Maximum number of messages 10 reached, current message count: 10",17.4,5392,760,6152,18,17,max_messages,,,
exp01,eng_02,swm3,0,B2,3,Text 'TERMINATE' mentioned,14.67,225,798,1023,5,4,keyword,,,
exp01,eng_03,swm3,0,B2,3,"Maximum number of messages 10 reached, current message count: 10",32.39,7092,1646,8738,18,17,max_messages,,,
exp01,biz_01,swm3,0,B2,3,Text 'TERMINATE' mentioned,12.33,213,768,981,5,4,keyword,,,
exp01,biz_02,swm3,0,B2,3,Text 'TERMINATE' mentioned,11.89,221,666,887,5,4,keyword,,,
exp01,biz_03,swm3,0,B2,3,Text 'TERMINATE' mentioned,8.14,219,567,786,5,4,keyword,,,
exp01,med_01,swm3,0,B2,3,Text 'TERMINATE' mentioned,10.87,215,664,879,5,4,keyword,,,
exp01,sci_01,refl2,0,C,2,Text 'APPROVED' mentioned,31.62,3338,2126,5464,5,4,keyword,,,
exp01,sci_02,refl2,0,C,2,Text 'APPROVED' mentioned,20.0,929,1221,2150,3,2,keyword,,,
exp01,sci_03,refl2,0,C,2,Text 'APPROVED' mentioned,19.0,724,1091,1815,3,2,keyword,,,
exp01,cs_01,refl2,0,C,2,Text 'APPROVED' mentioned,44.68,3745,2350,6095,5,4,keyword,,,
exp01,cs_02,refl2,0,C,2,Text 'APPROVED' mentioned,28.68,985,1413,2398,3,2,keyword,,,
exp01,cs_03,refl2,0,C,2,Text 'APPROVED' mentioned,21.49,765,1065,1830,3,2,keyword,,,
exp01,hist_01,refl2,0,C,2,Text 'APPROVED' mentioned,18.09,697,947,1644,3,2,keyword,,,
exp01,hist_02,refl2,0,C,2,Text 'APPROVED' mentioned,23.03,895,1168,2063,3,2,keyword,,,
exp01,hist_03,refl2,0,C,2,Text 'APPROVED' mentioned,92.14,11913,4700,16613,7,6,keyword,,,
exp01,phil_01,refl2,0,C,2,"Maximum number of messages 8 reached, current message count: 8",122.47,15250,5439,20689,8,7,max_messages,,,
exp01,phil_02,refl2,0,C,2,Text 'APPROVED' mentioned,17.08,672,1038,1710,3,2,keyword,,,
exp01,phil_03,refl2,0,C,2,Text 'APPROVED' mentioned,44.94,3852,2545,6397,5,4,keyword,,,
exp01,law_01,refl2,0,C,2,Text 'APPROVED' mentioned,45.2,3969,2484,6453,5,4,keyword,,,
exp01,law_02,refl2,0,C,2,Text 'APPROVED' mentioned,22.62,947,1406,2353,3,2,keyword,,,
exp01,law_03,refl2,0,C,2,"Maximum number of messages 8 reached, current message count: 8",112.65,15601,5344,20945,8,7,max_messages,,,
exp01,game_01,refl2,0,C,2,Text 'APPROVED' mentioned,21.18,743,1152,1895,3,2,keyword,,,
exp01,game_02,refl2,0,C,2,Text 'APPROVED' mentioned,24.66,874,1304,2178,3,2,keyword,,,
exp01,game_03,refl2,0,C,2,Text 'APPROVED' mentioned,19.39,686,1148,1834,3,2,keyword,,,
exp01,eng_01,refl2,0,C,2,Text 'APPROVED' mentioned,20.21,820,1162,1982,3,2,keyword,,,
exp01,eng_02,refl2,0,C,2,Text 'APPROVED' mentioned,25.69,1036,1445,2481,3,2,keyword,,,
exp01,eng_03,refl2,0,C,2,Text 'APPROVED' mentioned,20.61,754,1044,1798,3,2,keyword,,,
exp01,biz_01,refl2,0,C,2,Text 'APPROVED' mentioned,25.74,944,1389,2333,3,2,keyword,,,
exp01,biz_02,refl2,0,C,2,Text 'APPROVED' mentioned,51.96,4227,2560,6787,5,4,keyword,,,
exp01,biz_03,refl2,0,C,2,Text 'APPROVED' mentioned,42.5,3689,2260,5949,5,4,keyword,,,
exp01,med_01,refl2,0,C,2,Text 'APPROVED' mentioned,19.93,706,1058,1764,3,2,keyword,,,
