experiment_id,task_id,pattern,repeat_index,pattern_category,agent_count,stop_reason,duration_sec,total_tokens_in,total_tokens_out,total_tokens,turn_count,agent_turn_count,terminated_by,error,quality_score,converged_at
exp02,fact_03,sel3,0,B,3,Text 'TERMINATE' mentioned,103.51,5002,5265,10267,4,3,keyword,,2,
exp02,fact_04,sel3,0,B,3,Text 'TERMINATE' mentioned,51.56,1037,1415,2452,3,2,keyword,,5,
exp02,fact_05,sel3,0,B,3,Text 'TERMINATE' mentioned,94.72,5776,5041,10817,4,3,keyword,,3,
exp02,crea_01,sel3,0,B,3,Text 'TERMINATE' mentioned,65.68,2363,2641,5004,3,2,keyword,,4,
exp02,crea_02,sel3,0,B,3,Text 'TERMINATE' mentioned,51.79,777,1218,1995,3,2,keyword,,5,
exp02,crea_03,sel3,0,B,3,Text 'TERMINATE' mentioned,63.98,1673,2729,4402,3,2,keyword,,4,
exp02,crea_04,sel3,0,B,3,Text 'TERMINATE' mentioned,400.72,5245,24574,29819,8,7,keyword,,4,
exp02,crea_05,sel3,0,B,3,Text 'TERMINATE' mentioned,54.9,683,1534,2217,3,2,keyword,,5,
exp02,anal_01,sel3,0,B,3,Text 'TERMINATE' mentioned,60.41,1452,2188,3640,3,2,keyword,,4,
exp02,anal_02,sel3,0,B,3,Text 'TERMINATE' mentioned,109.05,4556,4553,9109,4,3,keyword,,4,
exp02,anal_03,sel3,0,B,3,Text 'TERMINATE' mentioned,60.66,1337,2292,3629,3,2,keyword,,3,
exp02,anal_04,sel3,0,B,3,Text 'TERMINATE' mentioned,66.02,1892,3456,5348,3,2,keyword,,4,
exp02,anal_05,sel3,0,B,3,Text 'TERMINATE' mentioned,115.98,1550,7052,8602,4,3,keyword,,4,
exp02,tech_01,sel3,0,B,3,Text 'TERMINATE' mentioned,173.21,69,18573,18642,4,3,keyword,,2,
exp02,tech_02,sel3,0,B,3,Text 'TERMINATE' mentioned,125.05,66,11161,11227,4,3,keyword,,3,
exp02,tech_03,sel3,0,B,3,Text 'TERMINATE' mentioned,115.45,3096,7880,10976,4,3,keyword,,2,
exp02,tech_04,sel3,0,B,3,Text 'TERMINATE' mentioned,134.71,67,9683,9750,4,3,keyword,,2,
exp02,tech_05,sel3,0,B,3,Text 'TERMINATE' mentioned,154.19,73,17548,17621,4,3,keyword,,2,
exp02,fact_01,refl2,0,C,2,Text 'APPROVED' mentioned,30.96,980,1295,2275,3,2,keyword,,5,
exp02,fact_02,refl2,0,C,2,Text 'APPROVED' mentioned,26.49,845,1272,2117,3,2,keyword,,5,
exp02,fact_03,refl2,0,C,2,Text 'APPROVED' mentioned,73.5,4187,6390,10577,5,4,keyword,,4,
exp02,fact_04,refl2,0,C,2,Text 'APPROVED' mentioned,30.96,1012,1516,2528,3,2,keyword,,5,
exp02,fact_05,refl2,0,C,2,Text 'APPROVED' mentioned,32.46,1771,1937,3708,3,2,keyword,,5,
exp02,crea_01,refl2,0,C,2,Text 'APPROVED' mentioned,483.57,4806,49609,54415,7,6,keyword,,4,
exp02,crea_02,refl2,0,C,2,Text 'APPROVED' mentioned,33.29,793,1291,2084,3,2,keyword,,5,
exp02,crea_03,refl2,0,C,2,Text 'APPROVED' mentioned,43.97,1837,2420,4257,3,2,keyword,,5,
exp02,crea_04,refl2,0,C,2,Text 'APPROVED' mentioned,48.48,1738,3083,4821,3,2,keyword,,4,
exp02,crea_05,refl2,0,C,2,Text 'APPROVED' mentioned,32.0,753,1135,1888,3,2,keyword,,5,
exp02,anal_01,refl2,0,C,2,Text 'APPROVED' mentioned,36.5,1191,1706,2897,3,2,keyword,,5,
exp02,anal_02,refl2,0,C,2,Text 'APPROVED' mentioned,41.83,1060,1916,2976,3,2,keyword,,5,
exp02,anal_03,refl2,0,C,2,Text 'APPROVED' mentioned,38.58,1055,1479,2534,3,2,keyword,,5,
exp02,anal_04,refl2,0,C,2,Text 'APPROVED' mentioned,39.63,1706,2202,3908,3,2,keyword,,4,
exp02,anal_05,refl2,0,C,2,Text 'APPROVED' mentioned,34.44,1780,2039,3819,3,2,keyword,,5,
exp02,tech_01,refl2,0,C,2,Text 'APPROVED' mentioned,66.49,81,8571,8652,3,2,keyword,,5,
exp02,tech_02,refl2,0,C,2,Text 'APPROVED' mentioned,57.78,78,7246,7324,3,2,keyword,,5,
exp02,tech_03,refl2,0,C,2,Text 'APPROVED' mentioned,45.38,2906,4092,6998,3,2,keyword,,5,
exp02,tech_04,refl2,0,C,2,Text 'APPROVED' mentioned,46.87,3893,4375,8268,3,2,keyword,,5,
exp02,tech_05,refl2,0,C,2,Text 'APPROVED' mentioned,65.03,85,7590,7675,3,2,keyword,,5,
exp02,fact_01,debate3,0,C,3,Text 'VERDICT' mentioned,90.0,3252,2672,5924,4,3,keyword,,3,
exp02,fact_02,debate3,0,C,3,Text 'VERDICT' mentioned,132.91,2673,5944,8617,5,4,keyword,,3,
exp02,fact_03,debate3,0,C,3,Text 'VERDICT' mentioned,138.71,4209,6683,10892,5,4,keyword,,4,
exp02,fact_04,debate3,0,C,3,Text 'VERDICT' mentioned,82.41,2102,1736,3838,4,3,keyword,,4,
exp02,fact_05,debate3,0,C,3,Text 'VERDICT' mentioned,97.99,4732,3766,8498,4,3,keyword,,4,
exp02,crea_01,debate3,0,C,3,Text 'VERDICT' mentioned,131.86,1997,6240,8237,4,3,keyword,,4,
exp02,crea_02,debate3,0,C,3,Text 'VERDICT' mentioned,118.77,5208,3812,9020,5,4,keyword,,2,
exp02,crea_03,debate3,0,C,3,Text 'VERDICT' mentioned,107.85,4494,4101,8595,4,3,keyword,,3,
exp02,crea_04,debate3,0,C,3,Text 'VERDICT' mentioned,150.13,4923,8298,13221,5,4,keyword,,3,
exp02,crea_05,debate3,0,C,3,Text 'VERDICT' mentioned,135.28,6460,4415,10875,5,4,keyword,,4,
exp02,anal_01,debate3,0,C,3,Text 'VERDICT' mentioned,85.4,3284,2985,6269,4,3,keyword,,4,
exp02,anal_02,debate3,0,C,3,Text 'VERDICT' mentioned,105.06,3930,3838,7768,4,3,keyword,,4,
exp02,anal_03,debate3,0,C,3,Text 'VERDICT' mentioned,86.12,2398,1976,4374,4,3,keyword,,3,
exp02,anal_04,debate3,0,C,3,Text 'VERDICT' mentioned,101.38,4597,5178,9775,4,3,keyword,,4,
exp02,anal_05,debate3,0,C,3,Text 'VERDICT' mentioned,146.9,3102,5598,8700,5,4,keyword,,4,
exp02,tech_01,debate3,0,C,3,Text 'VERDICT' mentioned,130.11,77,9873,9950,4,3,keyword,,4,
exp02,tech_02,debate3,0,C,3,Text 'VERDICT' mentioned,116.02,3942,7260,11202,4,3,keyword,,4,
exp02,tech_03,debate3,0,C,3,Text 'VERDICT' mentioned,98.74,6120,4333,10453,4,3,keyword,,2,
exp02,tech_04,debate3,0,C,3,Text 'VERDICT' mentioned,108.33,3031,5420,8451,4,3,keyword,,2,
exp02,tech_05,debate3,0,C,3,Text 'VERDICT' mentioned,134.65,81,12995,13076,4,3,keyword,,2,
exp02,fact_01,swm3,0,B,3,Text 'TERMINATE' mentioned,29.83,423,993,1416,5,4,keyword,,4,
exp02,fact_02,swm3,0,B,3,Text 'TERMINATE' mentioned,29.26,431,971,1402,5,4,keyword,,5,
exp02,fact_03,swm3,0,B,3,"Maximum number of messages 25 reached, current message count: 25",335.88,14750,12111,26861,69,68,max_messages,,3,
exp02,fact_04,swm3,0,B,3,Text 'TERMINATE' mentioned,27.52,429,702,1131,5,4,keyword,,5,
exp02,fact_05,swm3,0,B,3,Text 'TERMINATE' mentioned,30.72,451,1525,1976,5,4,keyword,,5,
exp02,crea_01,swm3,0,B,3,Text 'TERMINATE' mentioned,31.04,435,1247,1682,5,4,keyword,,5,
exp02,crea_02,swm3,0,B,3,Text 'TERMINATE' mentioned,27.81,431,669,1100,5,4,keyword,,4,
exp02,crea_03,swm3,0,B,3,Text 'TERMINATE' mentioned,28.7,421,935,1356,5,4,keyword,,5,
exp02,crea_04,swm3,0,B,3,Text 'TERMINATE' mentioned,40.34,443,1482,1925,5,4,keyword,,5,
exp02,crea_05,swm3,0,B,3,Text 'TERMINATE' mentioned,47.8,1420,1442,2862,6,5,keyword,,4,
exp02,anal_01,swm3,0,B,3,Text 'TERMINATE' mentioned,31.01,447,1205,1652,5,4,keyword,,4,
exp02,anal_02,swm3,0,B,3,Text 'TERMINATE' mentioned,31.67,441,1307,1748,5,4,keyword,,4,
exp02,anal_03,swm3,0,B,3,Text 'TERMINATE' mentioned,35.6,439,1614,2053,5,4,keyword,,4,
exp02,anal_04,swm3,0,B,3,Text 'TERMINATE' mentioned,30.89,439,1096,1535,5,4,keyword,,4,
exp02,anal_05,swm3,0,B,3,Text 'TERMINATE' mentioned,59.74,1053,2229,3282,11,10,keyword,,4,
exp02,tech_01,swm3,0,B,3,Text 'TERMINATE' mentioned,70.07,1069,5259,6328,11,10,keyword,,3,
exp02,tech_02,swm3,0,B,3,Text 'TERMINATE' mentioned,38.8,439,3089,3528,5,4,keyword,,4,
exp02,tech_03,swm3,0,B,3,Text 'TERMINATE' mentioned,33.02,445,1713,2158,5,4,keyword,,4,
exp02,tech_04,swm3,0,B,3,Text 'TERMINATE' mentioned,241.82,14089,12610,26699,38,37,keyword,,2,
exp02,tech_05,swm3,0,B,3,"Text 'TERMINATE' mentioned, Maximum number of messages 25 reached, current message count: 25",419.19,14445,26364,40809,71,70,keyword,,3,
