pattern,task_id,category,lambda_val,baseline_turns,adaptive_turns,turn_reduction,baseline_tokens,adaptive_tokens,cost_savings,stopped_by
rr3,biz_01,A,0.1,4,4,0.0,9934,9308,0.06301590497282061,
rr3,biz_02,A,0.1,4,4,0.0,9594,7299,0.23921200750469043,
rr3,biz_03,A,0.1,7,4,0.42857142857142855,26855,10367,0.6139638800968162,
rr3,med_01,A,0.1,4,4,0.0,8402,7444,0.11402047131635325,
sel3,sci_01,B1,0.1,4,4,0.0,4959,6155,-0.24117765678564226,
sel3,sci_02,B1,0.1,4,4,0.0,10768,11628,-0.07986627043090638,
sel3,sci_03,B1,0.1,3,4,-0.3333333333333333,4014,10443,-1.601644245142003,
sel3,cs_01,B1,0.1,4,4,0.0,9006,10506,-0.1665556295802798,
sel3,cs_02,B1,0.1,4,4,0.0,9012,10422,-0.15645805592543274,
sel3,cs_03,B1,0.1,4,4,0.0,12042,7883,0.34537452250456735,
sel3,hist_01,B1,0.1,3,4,-0.3333333333333333,1492,3619,-1.425603217158177,
sel3,hist_02,B1,0.1,4,4,0.0,4097,3952,0.03539175006102026,
sel3,hist_03,B1,0.1,4,4,0.0,9085,9119,-0.0037424325811777656,
sel3,phil_01,B1,0.1,3,4,-0.3333333333333333,2251,4834,-1.14749000444247,
sel3,phil_02,B1,0.1,4,4,0.0,8702,10614,-0.21971960468857735,
sel3,phil_03,B1,0.1,5,4,0.2,10536,6247,0.4070804859529233,
sel3,law_01,B1,0.1,3,4,-0.3333333333333333,2016,4721,-1.341765873015873,
sel3,law_02,B1,0.1,3,4,-0.3333333333333333,5654,13855,-1.450477538026176,
sel3,law_03,B1,0.1,4,4,0.0,12952,12722,0.01775787523162446,
sel3,game_01,B1,0.1,3,4,-0.3333333333333333,3156,10499,-2.326679340937896,
sel3,game_02,B1,0.1,4,4,0.0,14399,18823,-0.307243558580457,
sel3,game_03,B1,0.1,4,4,0.0,13176,8533,0.3523831208257438,
sel3,eng_01,B1,0.1,4,4,0.0,9135,9124,0.00120415982484948,
sel3,eng_02,B1,0.1,4,4,0.0,14731,13830,0.06116353268617202,
sel3,eng_03,B1,0.1,4,4,0.0,9457,7434,0.21391561806069578,
sel3,biz_01,B1,0.1,4,4,0.0,9081,13323,-0.46712917079616784,
sel3,biz_02,B1,0.1,3,4,-0.3333333333333333,4138,7054,-0.7046882551957467,
sel3,biz_03,B1,0.1,3,4,-0.3333333333333333,4629,8450,-0.825448260963491,
sel3,med_01,B1,0.1,4,4,0.0,9045,13089,-0.4470978441127695,
swm3,sci_01,B2,0.1,28,6,0.7857142857142857,6514,3727,0.42784771261897453,
swm3,sci_02,B2,0.1,5,6,-0.2,2755,6200,-1.250453720508167,
swm3,sci_03,B2,0.1,5,6,-0.2,1680,4240,-1.5238095238095237,
swm3,cs_01,B2,0.1,28,10,0.6428571428571429,8151,2456,0.6986872776346461,
swm3,cs_02,B2,0.1,28,10,0.6428571428571429,9381,2668,0.7155953523078563,
swm3,cs_03,B2,0.1,5,6,-0.2,1945,4002,-1.0575835475578406,
swm3,hist_01,B2,0.1,5,6,-0.2,1705,3264,-0.9143695014662757,
swm3,hist_02,B2,0.1,5,6,-0.2,1399,3406,-1.4345961401000715,
swm3,hist_03,B2,0.1,5,6,-0.2,1239,3691,-1.9790153349475383,
swm3,phil_01,B2,0.1,5,6,-0.2,1300,3529,-1.7146153846153847,
swm3,phil_02,B2,0.1,5,6,-0.2,2438,4971,-1.038966365873667,
swm3,phil_03,B2,0.1,5,6,-0.2,1812,5341,-1.9475717439293598,
swm3,law_01,B2,0.1,5,6,-0.2,1910,3723,-0.9492146596858638,
swm3,law_02,B2,0.1,5,6,-0.2,1943,5330,-1.7431806484817294,
swm3,law_03,B2,0.1,5,6,-0.2,3056,9249,-2.026505235602094,
swm3,game_01,B2,0.1,5,6,-0.2,1906,4573,-1.3992654774396642,
swm3,game_02,B2,0.1,5,6,-0.2,5210,16276,-2.123992322456814,
swm3,game_03,B2,0.1,5,10,-1.0,2248,2342,-0.04181494661921708,
swm3,eng_01,B2,0.1,28,10,0.6428571428571429,7017,2101,0.7005842952828845,
swm3,eng_02,B2,0.1,28,10,0.6428571428571429,7439,2161,0.7095039655867724,
swm3,eng_03,B2,0.1,5,6,-0.2,2426,6370,-1.6257213520197857,
swm3,biz_01,B2,0.1,5,6,-0.2,1581,5533,-2.499683744465528,
swm3,biz_02,B2,0.1,5,6,-0.2,2023,5217,-1.578843302026693,
swm3,biz_03,B2,0.1,5,6,-0.2,1703,4603,-1.7028772753963595,
swm3,med_01,B2,0.1,5,6,-0.2,1788,3601,-1.0139821029082774,
refl2,sci_01,C,0.1,3,4,-0.3333333333333333,2056,4559,-1.2174124513618676,
refl2,sci_02,C,0.1,3,4,-0.3333333333333333,3153,9834,-2.1189343482397716,
refl2,sci_03,C,0.1,5,4,0.2,11303,7435,0.3422100327346722,
refl2,cs_01,C,0.1,3,4,-0.3333333333333333,3450,8203,-1.3776811594202898,
refl2,cs_02,C,0.1,3,4,-0.3333333333333333,7260,11768,-0.6209366391184573,
refl2,cs_03,C,0.1,5,4,0.2,11620,7399,0.36325301204819277,
refl2,hist_01,C,0.1,3,4,-0.3333333333333333,1954,3685,-0.8858751279426816,
refl2,hist_02,C,0.1,3,4,-0.3333333333333333,1816,4770,-1.6266519823788546,
refl2,hist_03,C,0.1,3,4,-0.3333333333333333,3241,7767,-1.396482567108917,
refl2,phil_01,C,0.1,3,4,-0.3333333333333333,2375,5122,-1.1566315789473685,
refl2,phil_02,C,0.1,3,4,-0.3333333333333333,4007,7845,-0.957823808335413,
refl2,phil_03,C,0.1,3,4,-0.3333333333333333,3352,7242,-1.1605011933174225,
refl2,law_01,C,0.1,3,4,-0.3333333333333333,2357,6714,-1.848536274925753,
refl2,law_02,C,0.1,3,4,-0.3333333333333333,7579,12164,-0.6049610766591899,
refl2,law_03,C,0.1,3,4,-0.3333333333333333,6917,13772,-0.9910365765505277,
refl2,game_01,C,0.1,3,4,-0.3333333333333333,2460,5481,-1.2280487804878049,
refl2,game_02,C,0.1,3,4,-0.3333333333333333,9909,23351,-1.3565445554546371,
refl2,game_03,C,0.1,3,4,-0.3333333333333333,4770,15539,-2.2576519916142557,
refl2,eng_01,C,0.1,3,4,-0.3333333333333333,4833,9611,-0.9886199048210221,
refl2,eng_02,C,0.1,3,4,-0.3333333333333333,5733,22886,-2.9919762776905636,
refl2,eng_03,C,0.1,3,4,-0.3333333333333333,3650,8854,-1.4257534246575343,
refl2,biz_01,C,0.1,7,4,0.42857142857142855,23295,15171,0.3487443657437218,
refl2,biz_02,C,0.1,3,4,-0.3333333333333333,3032,6821,-1.2496701846965699,
refl2,biz_03,C,0.1,3,4,-0.3333333333333333,4578,10751,-1.3484054172127566,
refl2,med_01,C,0.1,3,4,-0.3333333333333333,3028,8985,-1.9673051519154559,
rr3,sci_01,A,0.5,4,4,0.0,7937,4894,0.3833942295577674,
rr3,sci_02,A,0.5,4,4,0.0,10665,8173,0.2336615096108767,
rr3,sci_03,A,0.5,4,4,0.0,7932,8618,-0.0864851235501765,
rr3,cs_01,A,0.5,4,4,0.0,6800,8455,-0.24338235294117647,
rr3,cs_02,A,0.5,4,4,0.0,11775,10041,0.1472611464968153,
rr3,cs_03,A,0.5,4,4,0.0,7892,9323,-0.18132285859097821,
rr3,hist_01,A,0.5,4,4,0.0,4162,3886,0.06631427198462278,
rr3,hist_02,A,0.5,10,4,0.6,28718,6153,0.7857441325997632,
rr3,hist_03,A,0.5,7,4,0.42857142857142855,19712,7585,0.6152090097402597,
rr3,phil_01,A,0.5,4,4,0.0,4135,4877,-0.17944377267230954,
rr3,phil_02,A,0.5,4,4,0.0,7829,10794,-0.3787201430578618,
rr3,phil_03,A,0.5,4,4,0.0,7860,6242,0.205852417302799,
rr3,law_01,A,0.5,4,4,0.0,6710,5699,0.15067064083457526,
rr3,law_02,A,0.5,4,4,0.0,11995,12444,-0.03743226344310129,
rr3,law_03,A,0.5,4,4,0.0,10096,10837,-0.07339540412044374,
rr3,game_01,A,0.5,4,4,0.0,8743,8321,0.0482671851767128,
rr3,game_02,A,0.5,4,4,0.0,18053,17412,0.035506564005982386,
rr3,game_03,A,0.5,4,4,0.0,10042,10484,-0.04401513642700657,
rr3,eng_01,A,0.5,4,4,0.0,11450,10734,0.06253275109170306,
rr3,eng_02,A,0.5,4,4,0.0,10969,13260,-0.20886133649375513,
rr3,eng_03,A,0.5,7,4,0.42857142857142855,20396,9249,0.5465287311237498,
rr3,biz_01,A,0.5,4,4,0.0,9934,11993,-0.2072679685927119,
rr3,biz_02,A,0.5,4,4,0.0,9594,7836,0.18323952470293933,
rr3,biz_03,A,0.5,7,4,0.42857142857142855,26855,8307,0.6906721280953267,
rr3,med_01,A,0.5,4,4,0.0,8402,9107,-0.08390859319209712,
sel3,sci_01,B1,0.5,4,4,0.0,4959,6351,-0.2807017543859649,
sel3,sci_02,B1,0.5,4,4,0.0,10768,10666,0.009472511144130757,
sel3,sci_03,B1,0.5,3,4,-0.3333333333333333,4014,9022,-1.247633283507723,
sel3,cs_01,B1,0.5,4,4,0.0,9006,6884,0.2356206973129025,
sel3,cs_02,B1,0.5,4,4,0.0,9012,13533,-0.501664447403462,
sel3,cs_03,B1,0.5,4,4,0.0,12042,12620,-0.04799867131705697,
sel3,hist_01,B1,0.5,3,4,-0.3333333333333333,1492,3370,-1.2587131367292226,
sel3,hist_02,B1,0.5,4,4,0.0,4097,4752,-0.15987307786185012,
sel3,hist_03,B1,0.5,4,4,0.0,9085,9828,-0.0817831590533847,
sel3,phil_01,B1,0.5,3,4,-0.3333333333333333,2251,4541,-1.0173256330519769,
sel3,phil_02,B1,0.5,4,4,0.0,8702,7651,0.12077683291197426,
sel3,phil_03,B1,0.5,5,4,0.2,10536,6087,0.4222665148063781,
sel3,law_01,B1,0.5,3,4,-0.3333333333333333,2016,2955,-0.46577380952380953,
sel3,law_02,B1,0.5,3,4,-0.3333333333333333,5654,12033,-1.1282278033250797,
sel3,law_03,B1,0.5,4,4,0.0,12952,13177,-0.01737183446571958,
sel3,game_01,B1,0.5,3,4,-0.3333333333333333,3156,8846,-1.802915082382763,
sel3,game_02,B1,0.5,4,4,0.0,14399,15492,-0.07590804917008126,
sel3,game_03,B1,0.5,4,4,0.0,13176,8387,0.36346387370977534,
sel3,eng_01,B1,0.5,4,4,0.0,9135,9488,-0.038642583470169675,
sel3,eng_02,B1,0.5,4,4,0.0,14731,11314,0.23195981264001087,
sel3,eng_03,B1,0.5,4,4,0.0,9457,8478,0.10352120122660463,
sel3,biz_01,B1,0.5,4,4,0.0,9081,7620,0.1608853650479022,
sel3,biz_02,B1,0.5,3,4,-0.3333333333333333,4138,8513,-1.0572740454325762,
sel3,biz_03,B1,0.5,3,4,-0.3333333333333333,4629,10692,-1.3097861309138044,
sel3,med_01,B1,0.5,4,4,0.0,9045,10610,-0.1730237700386954,
swm3,sci_01,B2,0.5,28,6,0.7857142857142857,6514,3232,0.5038378876266503,
swm3,sci_02,B2,0.5,5,6,-0.2,2755,4625,-0.6787658802177858,
swm3,sci_03,B2,0.5,5,6,-0.2,1680,4826,-1.8726190476190476,
swm3,cs_01,B2,0.5,28,10,0.6428571428571429,8151,2509,0.6921850079744817,
swm3,cs_02,B2,0.5,28,10,0.6428571428571429,9381,2211,0.7643108410617205,
swm3,cs_03,B2,0.5,5,6,-0.2,1945,6210,-2.1928020565552697,
swm3,hist_01,B2,0.5,5,6,-0.2,1705,3362,-0.9718475073313783,
swm3,hist_02,B2,0.5,5,6,-0.2,1399,3046,-1.1772694781987134,
swm3,hist_03,B2,0.5,5,6,-0.2,1239,3021,-1.4382566585956416,
swm3,phil_01,B2,0.5,5,6,-0.2,1300,5459,-3.1992307692307693,
swm3,phil_02,B2,0.5,5,6,-0.2,2438,4905,-1.0118949958982772,
swm3,phil_03,B2,0.5,5,6,-0.2,1812,3663,-1.021523178807947,
swm3,law_01,B2,0.5,5,6,-0.2,1910,4446,-1.3277486910994765,
swm3,law_02,B2,0.5,5,6,-0.2,1943,4741,-1.440041173443129,
swm3,law_03,B2,0.5,5,6,-0.2,3056,8127,-1.6593586387434556,
swm3,game_01,B2,0.5,5,6,-0.2,1906,4127,-1.1652675760755509,
swm3,game_02,B2,0.5,5,10,-1.0,5210,2348,0.5493282149712092,
swm3,game_03,B2,0.5,5,6,-0.2,2248,5767,-1.565391459074733,
swm3,eng_01,B2,0.5,28,10,0.6428571428571429,7017,1909,0.7279464158472282,
swm3,eng_02,B2,0.5,28,6,0.7857142857142857,7439,6108,0.17892189810458395,
swm3,eng_03,B2,0.5,5,6,-0.2,2426,5782,-1.3833470733718054,
swm3,biz_01,B2,0.5,5,6,-0.2,1581,4078,-1.5793801391524351,
swm3,biz_02,B2,0.5,5,6,-0.2,2023,3565,-0.7622343054869006,
swm3,biz_03,B2,0.5,5,6,-0.2,1703,4289,-1.5184967704051673,
swm3,med_01,B2,0.5,5,6,-0.2,1788,3649,-1.04082774049217,
refl2,sci_01,C,0.5,3,4,-0.3333333333333333,2056,5196,-1.527237354085603,
refl2,sci_02,C,0.5,3,4,-0.3333333333333333,3153,8562,-1.7155090390104661,
refl2,sci_03,C,0.5,5,4,0.2,11303,8272,0.2681588958683535,
refl2,cs_01,C,0.5,3,4,-0.3333333333333333,3450,7459,-1.1620289855072463,
refl2,cs_02,C,0.5,3,4,-0.3333333333333333,7260,11211,-0.5442148760330578,
refl2,cs_03,C,0.5,5,4,0.2,11620,11951,-0.028485370051635112,
refl2,hist_01,C,0.5,3,4,-0.3333333333333333,1954,4325,-1.2134083930399182,
refl2,hist_02,C,0.5,3,4,-0.3333333333333333,1816,5227,-1.8783039647577093,
refl2,hist_03,C,0.5,3,4,-0.3333333333333333,3241,8575,-1.6457883369330453,
refl2,phil_01,C,0.5,3,4,-0.3333333333333333,2375,5396,-1.272,
refl2,phil_02,C,0.5,3,4,-0.3333333333333333,4007,8065,-1.0127277264786623,
refl2,phil_03,C,0.5,3,4,-0.3333333333333333,3352,5179,-0.5450477326968973,
refl2,law_01,C,0.5,3,4,-0.3333333333333333,2357,5310,-1.2528638099278744,
refl2,law_02,C,0.5,3,4,-0.3333333333333333,7579,10951,-0.4449135769890487,
refl2,law_03,C,0.5,3,4,-0.3333333333333333,6917,13402,-0.9375451785456123,
refl2,game_01,C,0.5,3,4,-0.3333333333333333,2460,7278,-1.9585365853658536,
refl2,game_02,C,0.5,3,4,-0.3333333333333333,9909,15885,-0.6030881017257039,
refl2,game_03,C,0.5,3,4,-0.3333333333333333,4770,12196,-1.5568134171907757,
refl2,eng_01,C,0.5,3,4,-0.3333333333333333,4833,12117,-1.5071384233395406,
refl2,eng_02,C,0.5,3,4,-0.3333333333333333,5733,27205,-3.745334031048317,
refl2,eng_03,C,0.5,3,4,-0.3333333333333333,3650,8747,-1.3964383561643836,
refl2,biz_01,C,0.5,7,4,0.42857142857142855,23295,10068,0.5678042498390212,
refl2,biz_02,C,0.5,3,4,-0.3333333333333333,3032,5536,-0.8258575197889182,
refl2,biz_03,C,0.5,3,4,-0.3333333333333333,4578,12963,-1.8315858453473133,
refl2,med_01,C,0.5,3,4,-0.3333333333333333,3028,6410,-1.116908850726552,
sel4,sci_01,B1,0.0,4,8,-1.0,7019,21386,-2.0468727738994157,
sel4,sci_02,B1,0.0,5,10,-1.0,14902,25890,-0.7373506911823916,
sel4,sci_03,B1,0.0,4,5,-0.25,7141,14585,-1.0424310320683379,
sel4,cs_01,B1,0.0,4,7,-0.75,9270,24133,-1.603344120819849,
sel4,cs_02,B1,0.0,4,6,-0.5,10663,23121,-1.1683391165713215,
sel4,cs_03,B1,0.0,4,7,-0.75,11831,22850,-0.9313667483729186,
sel4,hist_01,B1,0.0,5,10,-1.0,9554,19873,-1.0800711743772242,
sel4,hist_02,B1,0.0,3,13,-3.3333333333333335,2288,51899,-21.68312937062937,
sel4,hist_03,B1,0.0,4,4,0.0,5915,8682,-0.4677937447168216,
sel4,phil_01,B1,0.0,5,7,-0.4,9471,16638,-0.7567310738042445,
sel4,phil_02,B1,0.0,3,6,-1.0,4050,18266,-3.5101234567901236,
sel4,phil_03,B1,0.0,3,8,-1.6666666666666667,2817,24591,-7.729499467518637,
sel4,law_01,B1,0.0,5,7,-0.4,9052,18829,-1.0800927971718957,
sel4,law_02,B1,0.0,5,4,0.2,22793,15230,0.33181239854341243,
sel4,law_03,B1,0.0,5,5,0.0,13270,20866,-0.5724189902034664,
sel4,game_01,B1,0.0,4,7,-0.75,9629,22932,-1.3815557171045798,
sel4,game_02,B1,0.0,5,15,-2.0,28799,83085,-1.8849960068057918,
sel4,game_03,B1,0.0,4,17,-3.25,9491,76062,-7.014118638710357,
sel4,eng_01,B1,0.0,5,5,0.0,18424,16059,0.12836517585757706,
sel4,eng_02,B1,0.0,5,7,-0.4,16392,43489,-1.6530624694973157,
sel4,eng_03,B1,0.0,5,6,-0.2,14596,18223,-0.24849273773636613,
sel4,biz_01,B1,0.0,5,5,0.0,19110,18926,0.009628466771323915,
sel4,biz_02,B1,0.0,3,11,-2.6666666666666665,3494,37986,-9.871780194619348,
sel4,biz_03,B1,0.0,4,5,-0.25,8801,17289,-0.9644358595614134,
sel4,med_01,B1,0.0,4,18,-3.5,9627,62393,-5.481042900176587,
swm4,sci_01,B2,0.0,12,24,-1.0,15279,26490,-0.7337522089141959,max_messages
swm4,sci_02,B2,0.0,9,10,-0.1111111111111111,9064,2939,0.6757502206531333,
swm4,sci_03,B2,0.0,28,10,0.6428571428571429,20905,2363,0.8869648409471418,
swm4,cs_01,B2,0.0,32,10,0.6875,9845,2620,0.733875063484002,
swm4,cs_02,B2,0.0,32,8,0.75,12961,8984,0.30684360774631586,
swm4,cs_03,B2,0.0,34,10,0.7058823529411765,9804,2892,0.7050183598531212,
swm4,hist_01,B2,0.0,14,12,0.14285714285714285,24343,9750,0.5994741814895452,
swm4,hist_02,B2,0.0,32,10,0.6875,13783,2172,0.842414568671552,
swm4,hist_03,B2,0.0,20,8,0.6,29781,2909,0.902320271313925,
swm4,phil_01,B2,0.0,20,4,0.8,24624,3821,0.8448261858349577,
swm4,phil_02,B2,0.0,32,15,0.53125,16532,25615,-0.5494193080087104,
swm4,phil_03,B2,0.0,28,8,0.7142857142857143,11103,3120,0.7189948662523642,
swm4,law_01,B2,0.0,12,6,0.5,22255,3698,0.8338350932374747,
swm4,law_02,B2,0.0,34,13,0.6176470588235294,10584,6666,0.3701814058956916,
swm4,law_03,B2,0.0,34,10,0.7058823529411765,8940,2761,0.6911633109619687,
swm4,game_01,B2,0.0,12,6,0.5,18645,4417,0.763100026816841,
swm4,game_02,B2,0.0,26,10,0.6153846153846154,37829,4350,0.885008855639853,
swm4,game_03,B2,0.0,9,14,-0.5555555555555556,5914,17895,-2.0258708150152183,
swm4,eng_01,B2,0.0,34,21,0.38235294117647056,8253,29567,-2.5825760329577125,
swm4,eng_02,B2,0.0,32,10,0.6875,9406,2261,0.7596215181798852,
swm4,eng_03,B2,0.0,20,10,0.5,23465,2687,0.8854890262092479,
swm4,biz_01,B2,0.0,34,10,0.7058823529411765,9201,2217,0.7590479295728725,
swm4,biz_02,B2,0.0,32,10,0.6875,11298,2668,0.763852009205169,
swm4,biz_03,B2,0.0,34,10,0.7058823529411765,9168,2543,0.7226221640488656,
swm4,med_01,B2,0.0,34,10,0.7058823529411765,10205,2521,0.7529642332190103,
debate3,sci_01,C,0.0,5,5,0.0,8233,10084,-0.2248269160694765,
debate3,sci_02,C,0.0,4,5,-0.25,8100,12986,-0.6032098765432099,
debate3,sci_03,C,0.0,5,4,0.2,9796,7558,0.22846059616169864,
debate3,cs_01,C,0.0,5,8,-0.6,14508,20558,-0.4170113041080783,
debate3,cs_02,C,0.0,4,5,-0.25,8733,13033,-0.4923852055421963,
debate3,cs_03,C,0.0,4,5,-0.25,4805,12711,-1.645369406867846,
debate3,hist_01,C,0.0,5,7,-0.4,10578,14045,-0.3277557194176593,
debate3,hist_02,C,0.0,5,5,0.0,9840,8098,0.17703252032520325,
debate3,hist_03,C,0.0,5,7,-0.4,11081,16497,-0.48876455193574586,
debate3,phil_01,C,0.0,4,8,-1.0,4328,15937,-2.682301293900185,
debate3,phil_02,C,0.0,4,4,0.0,8860,6835,0.22855530474040633,
debate3,phil_03,C,0.0,5,5,0.0,11187,9109,0.18575131849468132,
debate3,law_01,C,0.0,5,5,0.0,9042,10383,-0.14830789648307896,
debate3,law_02,C,0.0,4,4,0.0,8960,7646,0.14665178571428572,
debate3,law_03,C,0.0,4,12,-2.0,7767,39092,-4.033088708639114,
debate3,game_01,C,0.0,4,10,-1.5,6616,23761,-2.5914449818621526,
debate3,game_02,C,0.0,4,6,-0.5,9066,20499,-1.2610853739245533,
debate3,game_03,C,0.0,5,6,-0.2,11810,13865,-0.17400508044030483,
debate3,eng_01,C,0.0,4,5,-0.25,8833,11959,-0.3539001471753651,
debate3,eng_02,C,0.0,4,4,0.0,8464,12352,-0.45935727788279773,
debate3,eng_03,C,0.0,4,6,-0.5,6812,13656,-1.004697592483852,
debate3,biz_01,C,0.0,5,4,0.2,11837,10008,0.1545155022387429,
debate3,biz_02,C,0.0,4,9,-1.25,6572,23137,-2.5205416920267805,
debate3,biz_03,C,0.0,5,4,0.2,14667,8516,0.41937683234471945,
debate3,med_01,C,0.0,4,5,-0.25,5560,9734,-0.7507194244604316,
pipe,sci_01,D,0.0,6,6,0.0,5992,9932,-0.657543391188251,keyword
pipe,sci_02,D,0.0,6,6,0.0,12740,10299,0.19160125588697016,keyword
pipe,sci_03,D,0.0,6,6,0.0,7672,11883,-0.5488790406673618,keyword
pipe,cs_01,D,0.0,6,6,0.0,6241,13713,-1.1972440314052235,keyword
pipe,cs_02,D,0.0,6,6,0.0,15362,14132,0.08006769951829189,keyword
